ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME
SFO,"San Francisco, CA",DEN,"Denver, CO"
SFO,"San Francisco, CA",IAD,"Washington, DC"
SFO,"San Francisco, CA",LIH,"Lihue, HI"
SFO,"San Francisco, CA",EWR,"Newark, NJ"
SFO,"San Francisco, CA",DEN,"Denver, CO"
SFO,"San Francisco, CA",HNL,"Honolulu, HI"
SFO,"San Francisco, CA",OGG,"Kahului, HI"
SFO,"San Francisco, CA",PHL,"Philadelphia, PA"
SFO,"San Francisco, CA",LIH,"Lihue, HI"
SFO,"San Francisco, CA",JFK,"New York, NY"
SFO,"San Francisco, CA",CLE,"Cleveland, OH"
SFO,"San Francisco, CA",ORD,"Chicago, IL"
SFO,"San Francisco, CA",PSP,"Palm Springs, CA"
SFO,"San Francisco, CA",IAH,"Houston, TX"
SFO,"San Francisco, CA",TPA,"Tampa, FL"
SFO,"San Francisco, CA",DEN,"Denver, CO"
SFO,"San Francisco, CA",LAS,"Las Vegas, NV"
SFO,"San Francisco, CA",SAN,"San Diego, CA"
SFO,"San Francisco, CA",EUG,"Eugene, OR"
SFO,"San Francisco, CA",SEA,"Seattle, WA"
SFO,"San Francisco, CA",PDX,"Portland, OR"
SFO,"San Francisco, CA",HNL,"Honolulu, HI"
SFO,"San Francisco, CA",MSY,"New Orleans, LA"
SFO,"San Francisco, CA",IAD,"Washington, DC"
SFO,"San Francisco, CA",BNA,"Nashville, TN"
SFO,"San Francisco, CA",LAX,"Los Angeles, CA"
SFO,"San Francisco, CA",FLL,"Fort Lauderdale, FL"
SFO,"San Francisco, CA",BOS,"Boston, MA"
SFO,"San Francisco, CA",PHX,"Phoenix, AZ"
SFO,"San Francisco, CA",AUS,"Austin, TX"
SFO,"San Francisco, CA",KOA,"Kona, HI"
SFO,"San Francisco, CA",MCO,"Orlando, FL"
SFO,"San Francisco, CA",SBA,"Santa Barbara, CA"
SFO,"San Francisco, CA",ONT,"Ontario, CA"
SFO,"San Francisco, CA",PSP,"Palm Springs, CA"
SFO,"San Francisco, CA",IAH,"Houston, TX"
SFO,"San Francisco, CA",TPA,"Tampa, FL"
SFO,"San Francisco, CA",SLC,"Salt Lake City, UT"
SFO,"San Francisco, CA",LAS,"Las Vegas, NV"
SFO,"San Francisco, CA",SAN,"San Diego, CA"
SFO,"San Francisco, CA",MFR,"Medford, OR"
SFO,"San Francisco, CA",SEA,"Seattle, WA"
SFO,"San Francisco, CA",PDX,"Portland, OR"
SFO,"San Francisco, CA",ABQ,"Albuquerque, NM"
SFO,"San Francisco, CA",IND,"Indianapolis, IN"
SFO,"San Francisco, CA",MSY,"New Orleans, LA"
SFO,"San Francisco, CA",BNA,"Nashville, TN"
SFO,"San Francisco, CA",LAX,"Los Angeles, CA"
SFO,"San Francisco, CA",PHX,"Phoenix, AZ"
SFO,"San Francisco, CA",AUS,"Austin, TX"
SFO,"San Francisco, CA",SNA,"Santa Ana, CA"
SFO,"San Francisco, CA",SBA,"Santa Barbara, CA"
SFO,"San Francisco, CA",ORD,"Chicago, IL"
SFO,"San Francisco, CA",PSP,"Palm Springs, CA"
SFO,"San Francisco, CA",IAH,"Houston, TX"
SFO,"San Francisco, CA",TPA,"Tampa, FL"
SFO,"San Francisco, CA",DEN,"Denver, CO"
SFO,"San Francisco, CA",SLC,"Salt Lake City, UT"
SFO,"San Francisco, CA",LAS,"Las Vegas, NV"
SFO,"San Francisco, CA",SAN,"San Diego, CA"
SFO,"San Francisco, CA",MFR,"Medford, OR"
SFO,"San Francisco, CA",EUG,"Eugene, OR"
SFO,"San Francisco, CA",SEA,"Seattle, WA"
SFO,"San Francisco, CA",PDX,"Portland, OR"
SFO,"San Francisco, CA",ABQ,"Albuquerque, NM"
SFO,"San Francisco, CA",IND,"Indianapolis, IN"
SFO,"San Francisco, CA",PHL,"Philadelphia, PA"
SFO,"San Francisco, CA",MSY,"New Orleans, LA"
SFO,"San Francisco, CA",PIT,"Pittsburgh, PA"
SFO,"San Francisco, CA",DFW,"Dallas/Fort Worth, TX"
SFO,"San Francisco, CA",BNA,"Nashville, TN"
SFO,"San Francisco, CA",LAX,"Los Angeles, CA"
SFO,"San Francisco, CA",PHX,"Phoenix, AZ"
SFO,"San Francisco, CA",AUS,"Austin, TX"
SFO,"San Francisco, CA",SNA,"Santa Ana, CA"
SFO,"San Francisco, CA",ORD,"Chicago, IL"
SFO,"San Francisco, CA",IAH,"Houston, TX"
SFO,"San Francisco, CA",EWR,"Newark, NJ"
SFO,"San Francisco, CA",DEN,"Denver, CO"
SFO,"San Francisco, CA",HNL,"Honolulu, HI"
SFO,"San Francisco, CA",OGG,"Kahului, HI"
SFO,"San Francisco, CA",IAD,"Washington, DC"
SFO,"San Francisco, CA",EWR,"Newark, NJ"
SFO,"San Francisco, CA",IAD,"Washington, DC"
SFO,"San Francisco, CA",ORD,"Chicago, IL"
SFO,"San Francisco, CA",EWR,"Newark, NJ"
SFO,"San Francisco, CA",DEN,"Denver, CO"
SFO,"San Francisco, CA",HNL,"Honolulu, HI"
SFO,"San Francisco, CA",LIH,"Lihue, HI"
SFO,"San Francisco, CA",JFK,"New York, NY"
SFO,"San Francisco, CA",MCO,"Orlando, FL"
SFO,"San Francisco, CA",IAH,"Houston, TX"
SFO,"San Francisco, CA",ORD,"Chicago, IL"
SFO,"San Francisco, CA",IAH,"Houston, TX"
SFO,"San Francisco, CA",EWR,"Newark, NJ"
SFO,"San Francisco, CA",DEN,"Denver, CO"
SFO,"San Francisco, CA",HNL,"Honolulu, HI"
SFO,"San Francisco, CA",IAD,"Washington, DC"
SFO,"San Francisco, CA",KOA,"Kona, HI"
SFO,"San Francisco, CA",CLE,"Cleveland, OH"
SFO,"San Francisco, CA",ORD,"Chicago, IL"
SFO,"San Francisco, CA",IAH,"Houston, TX"
SFO,"San Francisco, CA",RSW,"Fort Myers, FL"
SFO,"San Francisco, CA",ORD,"Chicago, IL"
SFO,"San Francisco, CA",IAH,"Houston, TX"
SFO,"San Francisco, CA",EWR,"Newark, NJ"
SFO,"San Francisco, CA",IAD,"Washington, DC"
SFO,"San Francisco, CA",MIA,"Miami, FL"
SFO,"San Francisco, CA",ORD,"Chicago, IL"
SFO,"San Francisco, CA",IAH,"Houston, TX"
SFO,"San Francisco, CA",TPA,"Tampa, FL"
SFO,"San Francisco, CA",DEN,"Denver, CO"
SFO,"San Francisco, CA",LAS,"Las Vegas, NV"
SFO,"San Francisco, CA",SEA,"Seattle, WA"
SFO,"San Francisco, CA",PDX,"Portland, OR"
SFO,"San Francisco, CA",OGG,"Kahului, HI"
SFO,"San Francisco, CA",PHL,"Philadelphia, PA"
SFO,"San Francisco, CA",IAD,"Washington, DC"
SFO,"San Francisco, CA",LAX,"Los Angeles, CA"
SFO,"San Francisco, CA",FLL,"Fort Lauderdale, FL"
SFO,"San Francisco, CA",BOS,"Boston, MA"
SFO,"San Francisco, CA",PHX,"Phoenix, AZ"
SFO,"San Francisco, CA",AUS,"Austin, TX"
SFO,"San Francisco, CA",KOA,"Kona, HI"
SFO,"San Francisco, CA",RSW,"Fort Myers, FL"
SFO,"San Francisco, CA",MCO,"Orlando, FL"
SFO,"San Francisco, CA",ORD,"Chicago, IL"
SFO,"San Francisco, CA",IAD,"Washington, DC"
SFO,"San Francisco, CA",GUM,"Guam, TT"
SFO,"San Francisco, CA",ORD,"Chicago, IL"
SFO,"San Francisco, CA",ORD,"Chicago, IL"
SFO,"San Francisco, CA",LBB,"Lubbock, TX"
SFO,"San Francisco, CA",DEN,"Denver, CO"
SFO,"San Francisco, CA",LAS,"Las Vegas, NV"
SFO,"San Francisco, CA",SAN,"San Diego, CA"
SFO,"San Francisco, CA",LAX,"Los Angeles, CA"
SFO,"San Francisco, CA",PHX,"Phoenix, AZ"
SFO,"San Francisco, CA",BUR,"Burbank, CA"
SFO,"San Francisco, CA",MDW,"Chicago, IL"
SFO,"San Francisco, CA",DEN,"Denver, CO"
SFO,"San Francisco, CA",LAS,"Las Vegas, NV"
SFO,"San Francisco, CA",SAN,"San Diego, CA"
SFO,"San Francisco, CA",LAX,"Los Angeles, CA"
SFO,"San Francisco, CA",PHX,"Phoenix, AZ"
SFO,"San Francisco, CA",BUR,"Burbank, CA"
SFO,"San Francisco, CA",DEN,"Denver, CO"
SFO,"San Francisco, CA",LAS,"Las Vegas, NV"
SFO,"San Francisco, CA",LAX,"Los Angeles, CA"
SFO,"San Francisco, CA",PHX,"Phoenix, AZ"
SFO,"San Francisco, CA",BUR,"Burbank, CA"
SFO,"San Francisco, CA",MDW,"Chicago, IL"
SFO,"San Francisco, CA",DTW,"Detroit, MI"
SFO,"San Francisco, CA",BUR,"Burbank, CA"
SFO,"San Francisco, CA",VNY,"Van Nuys, CA"
SFO,"San Francisco, CA",LAX,"Los Angeles, CA"
SFO,"San Francisco, CA",MIA,"Miami, FL"
SFO,"San Francisco, CA",ORD,"Chicago, IL"
SFO,"San Francisco, CA",CLT,"Charlotte, NC"
SFO,"San Francisco, CA",DFW,"Dallas/Fort Worth, TX"
SFO,"San Francisco, CA",PHX,"Phoenix, AZ"
SFO,"San Francisco, CA",HHR,"Hawthorne, CA"
SGF,"Springfield, MO",ATL,"Atlanta, GA"
SGF,"Springfield, MO",DEN,"Denver, CO"
SGF,"Springfield, MO",LIT,"Little Rock, AR"
SGF,"Springfield, MO",SDF,"Louisville, KY"
SGF,"Springfield, MO",SBD,"San Bernardino, CA"
SGF,"Springfield, MO",ICT,"Wichita, KS"
SGF,"Springfield, MO",SDF,"Louisville, KY"
SGF,"Springfield, MO",MFE,"Mission/McAllen/Edinburg, TX"
SGF,"Springfield, MO",MEM,"Memphis, TN"
SGF,"Springfield, MO",ORD,"Chicago, IL"
SGF,"Springfield, MO",DFW,"Dallas/Fort Worth, TX"
SGF,"Springfield, MO",XNA,"Fayetteville, AR"
SGF,"Springfield, MO",ORD,"Chicago, IL"
SGF,"Springfield, MO",CLT,"Charlotte, NC"
SGF,"Springfield, MO",DFW,"Dallas/Fort Worth, TX"
SGF,"Springfield, MO",ORD,"Chicago, IL"
SGF,"Springfield, MO",BTR,"Baton Rouge, LA"
SGF,"Springfield, MO",AFW,"Dallas/Fort Worth, TX"
SGF,"Springfield, MO",ATL,"Atlanta, GA"
SGF,"Springfield, MO",ATL,"Atlanta, GA"
SGF,"Springfield, MO",ORD,"Chicago, IL"
SGF,"Springfield, MO",IAH,"Houston, TX"
SGF,"Springfield, MO",DEN,"Denver, CO"
SGF,"Springfield, MO",ICT,"Wichita, KS"
SGF,"Springfield, MO",ORD,"Chicago, IL"
SGF,"Springfield, MO",DAY,"Dayton, OH"
SGF,"Springfield, MO",LAS,"Las Vegas, NV"
SGF,"Springfield, MO",AZA,"Phoenix, AZ"
SGF,"Springfield, MO",SFB,"Sanford, FL"
SGF,"Springfield, MO",HOU,"Houston, TX"
SGF,"Springfield, MO",PIE,"St. Petersburg, FL"
SGF,"Springfield, MO",LAX,"Los Angeles, CA"
SGF,"Springfield, MO",LAS,"Las Vegas, NV"
SGF,"Springfield, MO",AZA,"Phoenix, AZ"
SGF,"Springfield, MO",SFB,"Sanford, FL"
SGF,"Springfield, MO",HOU,"Houston, TX"
SGF,"Springfield, MO",PIE,"St. Petersburg, FL"
SGF,"Springfield, MO",PGD,"Punta Gorda, FL"
SGU,"St. George, UT",SLC,"Salt Lake City, UT"
SGU,"St. George, UT",DEN,"Denver, CO"
SGU,"St. George, UT",SLC,"Salt Lake City, UT"
SGU,"St. George, UT",SLC,"Salt Lake City, UT"
SGU,"St. George, UT",DFW,"Dallas/Fort Worth, TX"
SGU,"St. George, UT",PHX,"Phoenix, AZ"
SGU,"St. George, UT",LAS,"Las Vegas, NV"
SGU,"St. George, UT",CDC,"Cedar City, UT"
SGU,"St. George, UT",VGT,"Las Vegas, NV"
SGU,"St. George, UT",VGT,"Las Vegas, NV"
SGU,"St. George, UT",HHR,"Hawthorne, CA"
SGY,"Skagway, AK",HNS,"Haines, AK"
SGY,"Skagway, AK",JNU,"Juneau, AK"
SGY,"Skagway, AK",JNU,"Juneau, AK"
SHD,"Staunton, VA",ORD,"Chicago, IL"
SHD,"Staunton, VA",IAD,"Washington, DC"
SHD,"Staunton, VA",LWB,"Lewisburg, WV"
SHD,"Staunton, VA",MSY,"New Orleans, LA"
SHG,"Shungnak, AK",OTZ,"Kotzebue, AK"
SHG,"Shungnak, AK",OBU,"Kobuk, AK"
SHG,"Shungnak, AK",ANC,"Anchorage, AK"
SHG,"Shungnak, AK",OTZ,"Kotzebue, AK"
SHG,"Shungnak, AK",ABL,"Ambler, AK"
SHG,"Shungnak, AK",OBU,"Kobuk, AK"
SHG,"Shungnak, AK",WLK,"Selawik, AK"
SHG,"Shungnak, AK",OTZ,"Kotzebue, AK"
SHG,"Shungnak, AK",RDB,"Red Dog, AK"
SHG,"Shungnak, AK",ORV,"Noorvik, AK"
SHG,"Shungnak, AK",IAN,"Kiana, AK"
SHG,"Shungnak, AK",IAN,"Kiana, AK"
SHH,"Shishmaref, AK",OME,"Nome, AK"
SHH,"Shishmaref, AK",OTZ,"Kotzebue, AK"
SHH,"Shishmaref, AK",OME,"Nome, AK"
SHH,"Shishmaref, AK",OTZ,"Kotzebue, AK"
SHH,"Shishmaref, AK",WAA,"Wales, AK"
SHH,"Shishmaref, AK",TLA,"Teller, AK"
SHH,"Shishmaref, AK",KTS,"Brevig Mission, AK"
SHH,"Shishmaref, AK",OME,"Nome, AK"
SHH,"Shishmaref, AK",WAA,"Wales, AK"
SHH,"Shishmaref, AK",OME,"Nome, AK"
SHH,"Shishmaref, AK",OME,"Nome, AK"
SHH,"Shishmaref, AK",WMO,"White Mountain, AK"
SHH,"Shishmaref, AK",KTS,"Brevig Mission, AK"
SHH,"Shishmaref, AK",OME,"Nome, AK"
SHH,"Shishmaref, AK",SVA,"Savoonga, AK"
SHH,"Shishmaref, AK",WBB,"Stebbins, AK"
SHH,"Shishmaref, AK",ANC,"Anchorage, AK"
SHH,"Shishmaref, AK",OME,"Nome, AK"
SHH,"Shishmaref, AK",SKK,"Shaktoolik, AK"
SHH,"Shishmaref, AK",GAM,"Gambell, AK"
SHH,"Shishmaref, AK",SMK,"St. Michael, AK"
SHH,"Shishmaref, AK",UNK,"Unalakleet, AK"
SHR,"Sheridan, WY",DEN,"Denver, CO"
SHR,"Sheridan, WY",GCC,"Gillette, WY"
SHV,"Shreveport, LA",DRT,"Del Rio, TX"
SHV,"Shreveport, LA",BRO,"Brownsville, TX"
SHV,"Shreveport, LA",ELP,"El Paso, TX"
SHV,"Shreveport, LA",MEM,"Memphis, TN"
SHV,"Shreveport, LA",SDF,"Louisville, KY"
SHV,"Shreveport, LA",LFT,"Lafayette, LA"
SHV,"Shreveport, LA",LIT,"Little Rock, AR"
SHV,"Shreveport, LA",DFW,"Dallas/Fort Worth, TX"
SHV,"Shreveport, LA",MEM,"Memphis, TN"
SHV,"Shreveport, LA",IAH,"Houston, TX"
SHV,"Shreveport, LA",MEM,"Memphis, TN"
SHV,"Shreveport, LA",DFW,"Dallas/Fort Worth, TX"
SHV,"Shreveport, LA",AFW,"Dallas/Fort Worth, TX"
SHV,"Shreveport, LA",BTR,"Baton Rouge, LA"
SHV,"Shreveport, LA",SPS,"Wichita Falls, TX"
SHV,"Shreveport, LA",DFW,"Dallas/Fort Worth, TX"
SHV,"Shreveport, LA",DFW,"Dallas/Fort Worth, TX"
SHV,"Shreveport, LA",LRD,"Laredo, TX"
SHV,"Shreveport, LA",CLT,"Charlotte, NC"
SHV,"Shreveport, LA",DFW,"Dallas/Fort Worth, TX"
SHV,"Shreveport, LA",ATL,"Atlanta, GA"
SHV,"Shreveport, LA",ATL,"Atlanta, GA"
SHV,"Shreveport, LA",IAH,"Houston, TX"
SHV,"Shreveport, LA",DEN,"Denver, CO"
SHV,"Shreveport, LA",WRI,"Fort Dix, NJ"
SHV,"Shreveport, LA",ANC,"Anchorage, AK"
SHV,"Shreveport, LA",DFW,"Dallas/Fort Worth, TX"
SHV,"Shreveport, LA",CLT,"Charlotte, NC"
SHV,"Shreveport, LA",LAS,"Las Vegas, NV"
SHV,"Shreveport, LA",LAS,"Las Vegas, NV"
SHX,"Shageluk, AK",BET,"Bethel, AK"
SHX,"Shageluk, AK",KGX,"Grayling, AK"
SHX,"Shageluk, AK",ANI,"Aniak, AK"
SHX,"Shageluk, AK",MCG,"McGrath, AK"
SHX,"Shageluk, AK",ANV,"Anvik, AK"
SHX,"Shageluk, AK",KGX,"Grayling, AK"
SHX,"Shageluk, AK",ANI,"Aniak, AK"
SHX,"Shageluk, AK",HCR,"Holy Cross, AK"
SHX,"Shageluk, AK",MCG,"McGrath, AK"
SHX,"Shageluk, AK",FAI,"Fairbanks, AK"
SIG,"San Juan, PR",CPX,"Culebra, PR"
SIT,"Sitka, AK",JNU,"Juneau, AK"
SIT,"Sitka, AK",CDV,"Cordova, AK"
SIT,"Sitka, AK",KTN,"Ketchikan, AK"
SIT,"Sitka, AK",PTD,"Port Alexander, AK"
SIT,"Sitka, AK",PTL,"Port Armstrong, AK"
SIT,"Sitka, AK",JNU,"Juneau, AK"
SIT,"Sitka, AK",KAE,"Kake, AK"
SIT,"Sitka, AK",JNU,"Juneau, AK"
SIT,"Sitka, AK",KAE,"Kake, AK"
SIT,"Sitka, AK",KLW,"Klawock, AK"
SIT,"Sitka, AK",JNU,"Juneau, AK"
SIT,"Sitka, AK",JNU,"Juneau, AK"
SIT,"Sitka, AK",KTN,"Ketchikan, AK"
SIT,"Sitka, AK",YAK,"Yakutat, AK"
SIT,"Sitka, AK",ANC,"Anchorage, AK"
SIT,"Sitka, AK",KTN,"Ketchikan, AK"
SIT,"Sitka, AK",JNU,"Juneau, AK"
SIT,"Sitka, AK",KTN,"Ketchikan, AK"
SIT,"Sitka, AK",ANC,"Anchorage, AK"
SIT,"Sitka, AK",JNU,"Juneau, AK"
SJC,"San Jose, CA",MSP,"Minneapolis, MN"
SJC,"San Jose, CA",ATL,"Atlanta, GA"
SJC,"San Jose, CA",SLC,"Salt Lake City, UT"
SJC,"San Jose, CA",MSP,"Minneapolis, MN"
SJC,"San Jose, CA",BOI,"Boise, ID"
SJC,"San Jose, CA",SEA,"Seattle, WA"
SJC,"San Jose, CA",PDX,"Portland, OR"
SJC,"San Jose, CA",LAX,"Los Angeles, CA"
SJC,"San Jose, CA",JFK,"New York, NY"
SJC,"San Jose, CA",BOI,"Boise, ID"
SJC,"San Jose, CA",PSP,"Palm Springs, CA"
SJC,"San Jose, CA",SLC,"Salt Lake City, UT"
SJC,"San Jose, CA",SAN,"San Diego, CA"
SJC,"San Jose, CA",SEA,"Seattle, WA"
SJC,"San Jose, CA",LAX,"Los Angeles, CA"
SJC,"San Jose, CA",AUS,"Austin, TX"
SJC,"San Jose, CA",MRY,"Monterey, CA"
SJC,"San Jose, CA",DEN,"Denver, CO"
SJC,"San Jose, CA",LAX,"Los Angeles, CA"
SJC,"San Jose, CA",MRY,"Monterey, CA"
SJC,"San Jose, CA",LGB,"Long Beach, CA"
SJC,"San Jose, CA",LAX,"Los Angeles, CA"
SJC,"San Jose, CA",PHX,"Phoenix, AZ"
SJC,"San Jose, CA",LAS,"Las Vegas, NV"
SJC,"San Jose, CA",BNA,"Nashville, TN"
SJC,"San Jose, CA",ATL,"Atlanta, GA"
SJC,"San Jose, CA",PHX,"Phoenix, AZ"
SJC,"San Jose, CA",SDF,"Louisville, KY"
SJC,"San Jose, CA",ONT,"Ontario, CA"
SJC,"San Jose, CA",HNL,"Honolulu, HI"
SJC,"San Jose, CA",OGG,"Kahului, HI"
SJC,"San Jose, CA",MEM,"Memphis, TN"
SJC,"San Jose, CA",DFW,"Dallas/Fort Worth, TX"
SJC,"San Jose, CA",PHX,"Phoenix, AZ"
SJC,"San Jose, CA",DFW,"Dallas/Fort Worth, TX"
SJC,"San Jose, CA",PHX,"Phoenix, AZ"
SJC,"San Jose, CA",DFW,"Dallas/Fort Worth, TX"
SJC,"San Jose, CA",JAC,"Jackson, WY"
SJC,"San Jose, CA",AGS,"Augusta, GA"
SJC,"San Jose, CA",TTN,"Trenton, NJ"
SJC,"San Jose, CA",VNY,"Van Nuys, CA"
SJC,"San Jose, CA",KOA,"Kona, HI"
SJC,"San Jose, CA",LGB,"Long Beach, CA"
SJC,"San Jose, CA",PSP,"Palm Springs, CA"
SJC,"San Jose, CA",SLC,"Salt Lake City, UT"
SJC,"San Jose, CA",JAC,"Jackson, WY"
SJC,"San Jose, CA",IAD,"Washington, DC"
SJC,"San Jose, CA",BED,"Bedford, MA"
SJC,"San Jose, CA",AUS,"Austin, TX"
SJC,"San Jose, CA",KOA,"Kona, HI"
SJC,"San Jose, CA",VNY,"Van Nuys, CA"
SJC,"San Jose, CA",VNY,"Van Nuys, CA"
SJC,"San Jose, CA",HSH,"Las Vegas, NV"
SJC,"San Jose, CA",LGU,"Logan, UT"
SJC,"San Jose, CA",LAS,"Las Vegas, NV"
SJC,"San Jose, CA",PHX,"Phoenix, AZ"
SJC,"San Jose, CA",ESD,"Eastsound, WA"
SJC,"San Jose, CA",PAE,"Everett, WA"
SJC,"San Jose, CA",SLC,"Salt Lake City, UT"
SJC,"San Jose, CA",SLC,"Salt Lake City, UT"
SJC,"San Jose, CA",LAS,"Las Vegas, NV"
SJC,"San Jose, CA",OAK,"Oakland, CA"
SJC,"San Jose, CA",LAX,"Los Angeles, CA"
SJC,"San Jose, CA",DEN,"Denver, CO"
SJC,"San Jose, CA",SEA,"Seattle, WA"
SJC,"San Jose, CA",PDX,"Portland, OR"
SJC,"San Jose, CA",HNL,"Honolulu, HI"
SJC,"San Jose, CA",OGG,"Kahului, HI"
SJC,"San Jose, CA",LIH,"Lihue, HI"
SJC,"San Jose, CA",KOA,"Kona, HI"
SJC,"San Jose, CA",SEA,"Seattle, WA"
SJC,"San Jose, CA",SEA,"Seattle, WA"
SJC,"San Jose, CA",PDX,"Portland, OR"
SJC,"San Jose, CA",HNL,"Honolulu, HI"
SJC,"San Jose, CA",KOA,"Kona, HI"
SJC,"San Jose, CA",SEA,"Seattle, WA"
SJC,"San Jose, CA",PDX,"Portland, OR"
SJC,"San Jose, CA",SEA,"Seattle, WA"
SJC,"San Jose, CA",PDX,"Portland, OR"
SJC,"San Jose, CA",SEA,"Seattle, WA"
SJC,"San Jose, CA",SEA,"Seattle, WA"
SJC,"San Jose, CA",IAH,"Houston, TX"
SJC,"San Jose, CA",DEN,"Denver, CO"
SJC,"San Jose, CA",IAH,"Houston, TX"
SJC,"San Jose, CA",DEN,"Denver, CO"
SJC,"San Jose, CA",ORD,"Chicago, IL"
SJC,"San Jose, CA",DEN,"Denver, CO"
SJC,"San Jose, CA",ORD,"Chicago, IL"
SJC,"San Jose, CA",DEN,"Denver, CO"
SJC,"San Jose, CA",IAH,"Houston, TX"
SJC,"San Jose, CA",DEN,"Denver, CO"
SJC,"San Jose, CA",ORD,"Chicago, IL"
SJC,"San Jose, CA",STL,"St. Louis, MO"
SJC,"San Jose, CA",LGB,"Long Beach, CA"
SJC,"San Jose, CA",ONT,"Ontario, CA"
SJC,"San Jose, CA",SMF,"Sacramento, CA"
SJC,"San Jose, CA",DEN,"Denver, CO"
SJC,"San Jose, CA",SLC,"Salt Lake City, UT"
SJC,"San Jose, CA",LAS,"Las Vegas, NV"
SJC,"San Jose, CA",SAN,"San Diego, CA"
SJC,"San Jose, CA",SEA,"Seattle, WA"
SJC,"San Jose, CA",RNO,"Reno, NV"
SJC,"San Jose, CA",PDX,"Portland, OR"
SJC,"San Jose, CA",HNL,"Honolulu, HI"
SJC,"San Jose, CA",OGG,"Kahului, HI"
SJC,"San Jose, CA",DAL,"Dallas, TX"
SJC,"San Jose, CA",HOU,"Houston, TX"
SJC,"San Jose, CA",LAX,"Los Angeles, CA"
SJC,"San Jose, CA",PHX,"Phoenix, AZ"
SJC,"San Jose, CA",BUR,"Burbank, CA"
SJC,"San Jose, CA",LIH,"Lihue, HI"
SJC,"San Jose, CA",AUS,"Austin, TX"
SJC,"San Jose, CA",MDW,"Chicago, IL"
SJC,"San Jose, CA",SNA,"Santa Ana, CA"
SJC,"San Jose, CA",KOA,"Kona, HI"
SJC,"San Jose, CA",LGB,"Long Beach, CA"
SJC,"San Jose, CA",BOI,"Boise, ID"
SJC,"San Jose, CA",ONT,"Ontario, CA"
SJC,"San Jose, CA",DEN,"Denver, CO"
SJC,"San Jose, CA",SLC,"Salt Lake City, UT"
SJC,"San Jose, CA",LAS,"Las Vegas, NV"
SJC,"San Jose, CA",SAN,"San Diego, CA"
SJC,"San Jose, CA",GEG,"Spokane, WA"
SJC,"San Jose, CA",SEA,"Seattle, WA"
SJC,"San Jose, CA",RNO,"Reno, NV"
SJC,"San Jose, CA",PDX,"Portland, OR"
SJC,"San Jose, CA",DAL,"Dallas, TX"
SJC,"San Jose, CA",LAX,"Los Angeles, CA"
SJC,"San Jose, CA",PHX,"Phoenix, AZ"
SJC,"San Jose, CA",BUR,"Burbank, CA"
SJC,"San Jose, CA",AUS,"Austin, TX"
SJC,"San Jose, CA",SNA,"Santa Ana, CA"
SJC,"San Jose, CA",STL,"St. Louis, MO"
SJC,"San Jose, CA",ONT,"Ontario, CA"
SJC,"San Jose, CA",DEN,"Denver, CO"
SJC,"San Jose, CA",SLC,"Salt Lake City, UT"
SJC,"San Jose, CA",LAS,"Las Vegas, NV"
SJC,"San Jose, CA",SAN,"San Diego, CA"
SJC,"San Jose, CA",GEG,"Spokane, WA"
SJC,"San Jose, CA",RNO,"Reno, NV"
SJC,"San Jose, CA",PDX,"Portland, OR"
SJC,"San Jose, CA",HNL,"Honolulu, HI"
SJC,"San Jose, CA",OGG,"Kahului, HI"
SJC,"San Jose, CA",DAL,"Dallas, TX"
SJC,"San Jose, CA",LAX,"Los Angeles, CA"
SJC,"San Jose, CA",PHX,"Phoenix, AZ"
SJC,"San Jose, CA",BUR,"Burbank, CA"
SJC,"San Jose, CA",AUS,"Austin, TX"
SJC,"San Jose, CA",MDW,"Chicago, IL"
SJC,"San Jose, CA",SBA,"Santa Barbara, CA"
SJC,"San Jose, CA",SAN,"San Diego, CA"
SJC,"San Jose, CA",DAB,"Daytona Beach, FL"
SJC,"San Jose, CA",DFW,"Dallas/Fort Worth, TX"
SJC,"San Jose, CA",SBA,"Santa Barbara, CA"
SJC,"San Jose, CA",HHR,"Hawthorne, CA"
SJC,"San Jose, CA",HHR,"Hawthorne, CA"
SJC,"San Jose, CA",SBA,"Santa Barbara, CA"
SJC,"San Jose, CA",FAT,"Fresno, CA"
SJC,"San Jose, CA",LAX,"Los Angeles, CA"
SJC,"San Jose, CA",VNY,"Van Nuys, CA"
SJC,"San Jose, CA",GEG,"Spokane, WA"
SJC,"San Jose, CA",FOE,"Topeka, KS"
SJC,"San Jose, CA",CMH,"Columbus, OH"
SJC,"San Jose, CA",MSP,"Minneapolis, MN"
SJC,"San Jose, CA",HOU,"Houston, TX"
SJC,"San Jose, CA",PHL,"Philadelphia, PA"
SJT,"San Angelo, TX",DFW,"Dallas/Fort Worth, TX"
SJT,"San Angelo, TX",AUS,"Austin, TX"
SJT,"San Angelo, TX",DFW,"Dallas/Fort Worth, TX"
SJT,"San Angelo, TX",DFW,"Dallas/Fort Worth, TX"
SJU,"San Juan, PR",MSP,"Minneapolis, MN"
SJU,"San Juan, PR",ATL,"Atlanta, GA"
SJU,"San Juan, PR",JFK,"New York, NY"
SJU,"San Juan, PR",ATL,"Atlanta, GA"
SJU,"San Juan, PR",JFK,"New York, NY"
SJU,"San Juan, PR",MSP,"Minneapolis, MN"
SJU,"San Juan, PR",JFK,"New York, NY"
SJU,"San Juan, PR",EWR,"Newark, NJ"
SJU,"San Juan, PR",TPA,"Tampa, FL"
